sentence,label
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",0
"Marimekko makes all sorts of colorful little impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the better to take advantage of shoppers who ca n't commit to furniture but want a piece of the action .",1
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",0
Scanfil has also issued a profit warning .,0
The business section also includes Ahlstrom 's sustainability report .,1
"The relocation of Ragot has already started and will be completed in the next few weeks , with the Waterqueen and Tortue moves planned for mid-2008 and VMC Europe during the third quarter of 2008 .",1
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,2
"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",1
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,1
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",1
"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",0
"Sonoco Products Co. , a U.S. packaging company , said Friday it bought the 75 percent of Italy 's Demolli Industria Cartaria SpA it did not already own .",1
The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,1
"As previously announced , GeoSentric Oyj entered into financing agreements with its lead investor on June 30 , 2010 enabling the Company to receive financing up to the aggregate amount of 6M .",1
The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,2
Poyry is a global expert in consulting and engineering .,1
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",2
Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,2
"As the largest elevator market in the world , Chinese output of elevators continued to rise to 262,000 units in 2009 , up about 5 % yr-on-yr .",2
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",1
A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,2
"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",1
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",0
The contract has been allotted as per lowest price criteria .,1
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,2
"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",2
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",1
The company continued the development of a fully human antibody in its VAP-1 antibody program .,1
Part of the reductions will be made through retirement arrangements .,1
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,1
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",0
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",1
It is the first application in the market for invoice and purchase requisition approval with a mobile device .,1
"India is high on our priority since business links between our two countries is also expanding , '' Tornstrom said .",1
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",0
"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",2
"QPR has an established international customer base , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities .",1
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",1
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,1
"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",1
"It 's `` finger-friendly '' , and to my opinion , really fast .",1
"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .",2
"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",0
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",1
Nordea will coordinate the syndicated loan .,1
`` Low energy consumption and flexible loading are just a few of the advantages of the CHF Pro . '',1
It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,2
Under the terms of this agreement Lextel Group has committed to an opening order of EUR3 .75 m for Benefon mobile units to be co-branded with Capitel for the China market .,1
TeliaSonera TLSN said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen Eesti Telekom 's offering to its customers .,2
"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .",2
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",0
"shock phase ' , consumers have once again started to plan and implement building projects .",1
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",2
"During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760 , the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music .",1
"No price was given for the transaction , which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks .",1
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",1
Industry Investment is very interested in Glaston 's solar energy projects .,2
"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",1
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",1
Castecka said the town hall would hold talks with other investors interested in the zone .,1
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,2
"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .",2
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",1
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",2
"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .",2
"Includes company and brand share data by category , as well as distribution channel data .",1
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,1
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",0
4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,2
Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,2
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,1
It is a solid credit that has been compared to a DZ Bank or a Rabobank .,2
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",0
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",2
"More than 14,000 customers were left powerless .",0
The original patent was filed in Finland under application No. .,1
"In the end of 2006 , the number of outlets will rise to 60-70 .",2
"`` Tom Doring has a long and successful career in the drives business , and he knows the American market .",1
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",2
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",2
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,1
Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .,2
Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .,1
"Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six .",1
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",0
"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",1
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",2
The total value of these two contracts is over EUR 21 million .,1
"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",1
The business development initiatives in North America are headed by Lynn Shanahan .,1
"However , the production is almost entirely very labor intensive and based on small investments only .",1
This wood lacquered clock comes with a stripy hand-crocheted cover .,1
Also construction expenses have gone up in Russia .,0
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,1
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,1
"After the transaction , Tikkurila has no powder coatings related operations .",1
Ulefos Group is the leading supplier of manhole covers in the Nordic countries .,1
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",1
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",1
"The deal , already approved by shareholders , will be carried out in the first half of 2011 .",1
The agreement includes application maintenance and support services .,1
"Our customers include companies in the energy and process industry sectors , in particular .",1
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",0
Consumption is forecast to grow by about 2 % .,2
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",1
The Group aims to increase its net sales and comparable operating profit in 2006 .,2
The figure does not include food exports from Finland .,1
Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products .,1
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,2
The smaller molecules improve the grip of the tyre at top-speed driving .,1
Public services will also be available .,1
"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",0
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,1
"We are adjusting to the present situation by cutting our capacity and costs without , however , jeopardising our Asia strategy over the longer term .",1
"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services .",1
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",0
"The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes .",2
GSK announced in November 2008 that it would close its operations in Dartford .,0
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",1
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,1
"On the other hand , Finnish sawmills ' production has decreased even more .",0
The dividends payable annually shall be deducted from the share subscription price .,1
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,1
